,Data do Anúncio,Ano,Trimestre,Data do Anúncio.1,Empresa alvo do investimento,Empresa(s) investidora(s),Real (em milhões),Dólar (em milhões),Valor Informado,Município,Região,Descrição do investimento,CNAE Empresa alvo do investimento,CNAE Empresa(s) investidora(s),Tipo Investimento,Período,Setor,Real,Dólar,FaixaValor,FaixaValorNome,SetorNome,RegiãoNro,klusterK3D,klusterBD3D
412,2019-03-29,2019,1,2019-03-29,CPFL Energia,CPFL Energia,1028.0,267.28,Sim,Diversos municípios,Inter-regionais,Ampliação geração de energia elétrica em sua àrea de concessão,3511-5 - Geração de energia elétrica,6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Ampliação/Modernização,2019 - 2023,7,1028000000.0,267280000.0,7,GG,Serviços,3,1,16
413,2019-03-29,2019,1,2019-03-29,CPFL Energia,CPFL Energia,10094.0,2624.41,Sim,Diversos municípios,Inter-regionais,Ampliação distribuição de energia elétrica em sua área de concessão,3514-0 - Distribuição de energia elétrica,6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Ampliação/Modernização,2019 - 2023,7,10094000000.0,2624410000.0,7,GG,Serviços,3,1,16
414,2019-03-29,2019,1,2019-03-29,CPFL Energia,CPFL Energia,642.0,166.92,Sim,Diversos municípios,Inter-regionais,Ampliação rede transmissão de energia elétrica em sua àrea de concessão,3512-3 - Transmissão de energia elétrica,6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Ampliação/Modernização,2019 - 2023,7,642000000.0,166920000.0,7,GG,Serviços,3,1,16
415,2019-03-29,2019,1,2019-03-29,CPFL Energia,CPFL Energia,175.0,45.5,Sim,Diversos municípios,Inter-regionais,Ampliação unidade  de soluções sob medida para o atendimento de serviços de manutenção de ativos,7112-0 - Serviços de engenharia,6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Ampliação/Modernização,2019 - 2023,7,175000000.0,45500000.0,7,GG,Serviços,3,1,16
416,2019-01-03,2019,1,2019-01-03,Hospital de Amor,Fundação Pio XII,35.0,9.1,Sim,Barretos,RA Barretos,Instalação equipamentos para seus centros de pesquisa e atendimento,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,2015 - 2020,7,35000000.0,9100000.0,5,G,Serviços,25,1,32
417,2019-02-27,2019,1,2019-02-27,Thermas dos Laranjais,Clube Dr. Antônio Augusto Reis Neves,35.0,9.4,Sim,Olímpia,RA Barretos,Inauguração brinquedo toboágua chamado Lendário no parque aquático,9321-2 - Parques de diversão e parques temáticos,9329-8 - Atividades de recreação e lazer não especificadas anteriormente,Ampliação/Modernização,2018 - 2019,7,35000000.0,9400000.0,5,G,Serviços,25,1,32
418,2019-01-03,2019,1,2019-01-03,CPFL Renováveis,CPFL Energias Renováveis,2.2,0.57,Sim,Americana,RA Campinas,Manutenção reservatório com a revitalização da Represa de Salto Grande,"3600-6 - Captação, tratamento e distribuição de água",6462-0 - Holdings de instituições não-financeiras / 6462-0 - Holdings de instituições não-financeiras,Ampliação,2018 - 2018,5,2200000.0,570000.0,3,M,Infraestrutura,5,0,2
419,2019-01-30,2019,1,2019-01-30,Hospital Vera Cruz,Hospital Vera Cruz,0.5,0.13,Sim,Campinas,RA Campinas,Abertura centro de trauma do hospital,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,2019 - 2019,7,500000.0,130000.0,1,P,Serviços,5,0,14
420,2019-02-18,2019,1,2019-02-18,Becomex,Becomex Consultoria,4.0,1.07,Sim,Campinas,RA Campinas,"Ampliação empresa consultoria especializada na área tributária, fiscal, aduaneira e na Becomex Lab, núcleo de tecnologia","6920-6 - Atividades de contabilidade, consultoria e auditoria contábil e tributária",6204-0 - Consultoria em tecnologia da informação,Ampliação/Modernização,2018 - 2019,7,4000000.0,1070000.0,3,M,Serviços,5,0,4
421,2019-01-03,2019,1,2019-01-03,Hospital de Amor,Fundação Pio XII,34.0,8.84,Sim,Campinas,RA Campinas,Construção unidade Instituto de Prevenção de Câncer  e a compra de cinco carretas adaptadas e equipadas com aparelhos para realização de exame,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Implantação,2015 - 2020,7,34000000.0,8840000.0,5,G,Serviços,5,1,15
422,2019-01-03,2019,1,2019-01-03,Centro Infantil Boldrini,Centro Infantil de Investigação Hematológica Dr. Domingos A. Boldrini,48.33,12.57,Sim,Campinas,RA Campinas,Construção Instituto de Engenharia Molecular e celular e aquisição de equipamentos,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,2015 - 2018,7,48330000.0,12570000.0,5,G,Serviços,5,1,15
423,2019-01-03,2019,1,2019-01-03,Fundação da Área da Saúde de Campinas - Fascamp,Fundação da Área da Saúde de Campinas,40.4,10.5,Sim,Campinas,RA Campinas,Construção instituto de Otorrinolaringologia de Cabeça e Pescoço na Universidade Estadual de Campinas - Unicamp,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,2018 - 2019,7,40400000.0,10500000.0,5,G,Serviços,5,1,15
424,2019-03-17,2019,1,2019-03-17,Imobiliária Rumo,Rumo Empreendimentos Imobiliários,0.15,0.04,Sim,Campinas,RA Campinas,"Inauguração imobiliária na Av. Barão de Itapura, nº 3.355","6821-8 - Intermediação na compra, venda e aluguel de imóveis","6821-8 - Intermediação na compra, venda e aluguel de imóveis",Implantação,2018 - 2019,7,150000.0,40000.0,1,P,Serviços,5,0,14
425,2019-11-02,2019,1,2019-11-02,Antibióticos do Brasil - ABL,Antibióticos do Brasil,180.0,48.34,Sim,Cosmópolis,RA Campinas,"Expansão produção da  linha de cefalosporinas, antibióticos usados no tratamento de infecções bacterianas",2110-6 - Fabricação de produtos farmoquímicos,2110-6 - Fabricação de produtos farmoquímicos,Ampliação/Modernização,2018 - 2019,3,180000000.0,48340000.0,7,GG,Indústria,5,3,17
426,2019-02-28,2019,1,2019-02-28,Odata,Odata,230.0,61.77,Sim,Hortolândia,RA Campinas,Construção data center para grandes volumes de processamento do tipo co-location,"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet","6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",Implantação,2019 - 2020,7,230000000.0,61770000.0,7,GG,Serviços,5,1,16
427,2019-02-27,2019,1,2019-02-27,Honda,Honda Automóveis do Brasil,1000.0,268.58,Sim,Itirapina,RA Campinas,Inauguração fábrica montadora de veículos,"2910-7 - Fabricação de automóveis, camionetas e utilitários","2910-7 - Fabricação de automóveis, camionetas e utilitários",Implantação,2013 - 2021,3,1000000000.0,268580000.0,7,GG,Indústria,5,3,17
428,2019-02-21,2019,1,2019-02-21,Companhia de Informática de Jundiaí - Cijun,Companhia de Informática de Jundiaí,9.5,2.55,Sim,Jundiaí,RA Campinas,"Implantação rede de fibra óptica, 300 km",6110-8 - Telecomunicações por fio,"6311-9 - Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet",Ampliação/Modernização,2017 - 2019,5,9500000.0,2550000.0,3,M,Infraestrutura,5,0,2
429,2019-07-03,2019,1,2019-07-03,Nipo-Tec,Ferramentas Nipo-Tec Indústria e Comércio,3.8,0.99,Sim,Jundiaí,RA Campinas,"Ampliação produção de ferramentas especiais, estáticas e rotativas com compra de máquinas",2543-8 - Fabricação de ferramentas,2543-8 - Fabricação de ferramentas,Ampliação/Modernização,2018 - 2019,3,3800000.0,990000.0,3,M,Indústria,5,2,1
430,2019-01-31,2019,1,2019-01-31,Rota das Bandeiras,Concessionária Rota das Bandeiras,21.4,5.72,Sim,Louveira,RA Campinas,Duplicação rodovia Rodovia Romildo Prado SP 063 e construção de viaduto no Km 2,"5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados","5221-4 - Concessionárias de rodovias, pontes, túneis e serviços relacionados",Ampliação/Modernização,2018 - 2019,5,21400000.0,5720000.0,5,G,Infraestrutura,5,1,5
431,2019-01-25,2019,1,2019-01-25,Companhia de Desenvolvimento de Nova Odessa - Coden,Companhia de Desenvolvimento de Nova Odessa,2.8,0.75,Sim,Nova Odessa,RA Campinas,Construção estação de tratamento de água  ETA - Santo Angelo,"3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Ampliação,2019 - 2020,5,2800000.0,750000.0,3,M,Infraestrutura,5,0,2
432,2019-02-28,2019,1,2019-02-28,Unimed Piracicaba,Unimed de Piracicaba Sociedade Cooperativa de Serviços Médicos,3.7,0.99,Sim,Piracicaba,RA Campinas,"Inauguração unidade Hemodinâmica, UTI Cardiológica e Pronto Atendimento Cardiológico do hospital e compra de equipamentos",8610-1 - Atividades de atendimento hospitalar,6550-2 - Planos de saúde,Ampliação/Modernização,2018 - 2019,7,3700000.0,990000.0,3,M,Serviços,5,0,4
433,2019-01-03,2019,1,2019-01-03,Associação Ilumina de Piracicaba,Associação Ilumina,28.0,7.28,Sim,Piracicaba,RA Campinas,Construção Hospital de Câncer e na aquisição de uma unidade móvel de atendimento,8610-1 - Atividades de atendimento hospitalar,8690-9 - Atividades de atenção à saúde humana não especificadas anteriormente,Implantação,2018 - 2019,7,28000000.0,7280000.0,5,G,Serviços,5,1,15
434,2019-11-03,2019,1,2019-11-03,Hyundai,Hyundai Motor Brasil,125.0,32.5,Sim,Piracicaba,RA Campinas,"Ampliação fábrica de automóveis, aquisição de equipamentos de alta tecnologia e robôs","2910-7 - Fabricação de automóveis, camionetas e utilitários","2910-7 - Fabricação de automóveis, camionetas e utilitários",Ampliação/Modernização,2019 - 2019,3,125000000.0,32500000.0,7,GG,Indústria,5,3,17
435,2019-01-30,2019,1,2019-01-30,Dentsply Sirona,Dentsply Indústria e Comércio,40.0,10.69,Sim,Pirassununga,RA Campinas,Inauguração nova planta da fábrica de produto odontológicos com equipamentos e insumos,3250-7 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,3250-7 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,Ampliação,2016 - 2018,3,40000000.0,10690000.0,5,G,Indústria,5,3,7
436,2019-01-30,2019,1,2019-01-30,Dentsply Sirona,Dentsply Indústria e Comércio,35.0,9.35,Sim,Pirassununga,RA Campinas,"Ampliação fábrica e instalação de novas tecnologias e linhas de produtos odontológicos, equipamentos e insumos",3250-7 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,3250-7 - Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos,Ampliação/Modernização,2019 - 2019,3,35000000.0,9350000.0,5,G,Indústria,5,3,7
437,2019-05-02,2019,1,2019-05-02,BRK Ambiental,Odebrecht Ambiental Sumaré,420.0,112.8,Sim,Sumaré,RA Campinas,"Ampliação sistema e modernização do sistema de esgotamento sanitário da rede de coleta e tratamento de esgoto e abastecimento de água com a construção da Estação de Tratamento de Esgotos Tijuco Preto (ETE Tijuco Preto),  (Infra)",3701-1 - Gestão de redes de esgoto,"3600-6 - Captação, tratamento e distribuição de água",Ampliação/Modernização,2019 - 2020,5,420000000.0,112800000.0,7,GG,Infraestrutura,5,1,8
438,2019-05-02,2019,1,2019-05-02,BRK Ambiental,Odebrecht Ambiental Sumaré,61.0,16.38,Sim,Sumaré,RA Campinas,Ampliação e modernização sistema de abastecimento de água,"3600-6 - Captação, tratamento e distribuição de água","3600-6 - Captação, tratamento e distribuição de água",Ampliação/Modernização,2018 - 2019,5,61000000.0,16379999.999999998,5,G,Infraestrutura,5,1,5
439,2019-09-01,2019,1,2019-09-01,Espaço Potencial,Associação de Pais e Amigos do Autista Espaço Potencial Marília,1.6,0.43,Sim,Marília,RA Marília,Construção sede  própria de clínica especializada no desenvolvimento e cuidados de pessoas autistas,8800-6 - Serviços de assistência social sem alojamento,9430-8 - Atividades de associações de defesa de direitos sociais,Ampliação/Modernização,2018 - 2019,7,1600000.0,430000.0,3,M,Serviços,29,0,18
440,2019-02-18,2019,1,2019-02-18,Obramax,BMB Material de Construção,100.0,26.86,Sim,Praia Grande,RA Santos,Construção loja atacadista de materiais para construção e decoração e de centro de distribuição,4679-6 - Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral,"4744-0 - Comércio varejista de ferragens, madeira e materiais de construção",Implantação,2018 - 2019,1,100000000.0,26860000.0,7,GG,Comércio,7,3,28
441,2019-02-19,2019,1,2019-02-19,Nós Espaço Colaborativo,Nós Espaço Colaborativo,0.04,0.01,Sim,São José do Rio Preto,RA São José do Rio Preto,"Inauguração espaço coworking para produtores autorais de arte, artesanato e moda",8211-3 - Serviços combinados de escritório e apoio administrativo,8211-3 - Serviços combinados de escritório e apoio administrativo,Implantação,2018 - 2019,7,40000.0,10000.0,1,P,Serviços,17,0,14
442,2019-02-22,2019,1,2019-02-22,The Cavern,NKF Artes,0.3,0.08,Sim,São José do Rio Preto,RA São José do Rio Preto,Inauguração bar  tipo pub com balada,5611-2 - Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas,9329-8 - Atividades de recreação e lazer não especificadas anteriormente,Implantação,2018 - 2019,7,300000.0,80000.0,1,P,Serviços,17,0,14
443,2019-01-18,2019,1,2019-01-18,Faculdade Futura,"Instituto de Ciência, Educação e Tecnologia de Votuporanga",1.0,0.27,Sim,Votuporanga,RA São José do Rio Preto,Inauguração nova sede de faculdade para cursos presenciais e à distância,8531-7 - Educação superior - graduação,8531-7 - Educação superior - graduação,Implantação,2018 - 2019,7,1000000.0,270000.0,3,M,Serviços,17,0,4
444,2019-02-14,2019,1,2019-02-14,Santa Casa de Votuporanga,Santa Casa de Misericórdia de Votuporanga,0.47,0.13,Sim,Votuporanga,RA São José do Rio Preto,Ampliação hospital com a construção de uma ala com 19 leitos de enfermaria,8610-1 - Atividades de atendimento hospitalar,8610-1 - Atividades de atendimento hospitalar,Ampliação/Modernização,2018 - 2019,7,470000.0,130000.0,1,P,Serviços,17,0,14
445,2019-03-28,2019,1,2019-03-28,Magrass,Centro de Emagrecimento e Estética de Votuporanga,0.5,0.13,Sim,Votuporanga,RA São José do Rio Preto,Inauguração clínica especializada em emagrecimento saudável e estética,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,9602-5 - Cabeleireiros e outras atividades de tratamento de beleza,Implantação,2018 - 2019,7,500000.0,130000.0,1,P,Serviços,17,0,14
446,2019-02-01,2019,1,2019-02-01,EDP Soluções,EDP Soluções em Energia,1.1,0.29,Sim,Jacareí,RA São José dos Campos,"Modernização sistema de iluminação pública, com implantação de lâmpadas com tecnologia LED",3514-0 - Distribuição de energia elétrica,7112-0 - Serviços de engenharia,Ampliação/Modernização,2017 - 2019,5,1100000.0,290000.0,3,M,Infraestrutura,9,0,2
447,2019-11-01,2019,1,2019-11-01,Cooperativa de Consumo - Coop,Cooperativa de Consumo,2.7,0.72,Sim,São José dos Campos,RA São José dos Campos,Reforma supermercado de mercadorias em geral,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados","4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Ampliação/Modernização,2019 - ...,1,2700000.0,720000.0,3,M,Comércio,9,2,0
448,2019-04-02,2019,1,2019-04-02,Cidade Tecnológica,Exto Engenharia e Construções / Prefeitura de São José dos Campos,70.0,18.8,Sim,São José dos Campos,RA São José dos Campos,"Construção condomínio , distrito planejado de inovação integração tecnologia, ciência, empreendedorismo e lazer",6822-6 - Gestão e administração da propriedade imobiliária,4120-4 - Construção de edifícios / 8411-6 - Administração pública em geral,Ampliação/Modernização,2019 - 2021,7,70000000.0,18800000.0,5,G,Serviços,9,1,15
449,2019-03-30,2019,1,2019-03-30,Águas de Votorantim,Águas de Votorantim,27.7,7.2,Sim,Votorantim,RA Sorocaba,Ampliação sistema de coleta e tratamento de esgotos,3701-1 - Gestão de redes de esgoto,"3600-6 - Captação, tratamento e distribuição de água",Ampliação/Modernização,2012 - 2019,5,27700000.0,7200000.0,5,G,Infraestrutura,13,1,5
450,2019-05-02,2019,1,2019-05-02,Alelo,Companhia Brasileira de Soluções e Serviços,100.0,26.86,Sim,Barueri,RM São Paulo,Ampliação sistema Veloe para pagamentos para mobilidade urbana da empresa de cartões de benefícios,8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente,8299-7 - Atividades de serviços prestados principalmente às empresas não especificadas anteriormente,Ampliação/Modernização,2018 - 2019,7,100000000.0,26860000.0,7,GG,Serviços,1,1,16
451,2019-11-01,2019,1,2019-11-01,Cooperativa de Consumo - Coop,Cooperativa de Consumo,6.0,1.6,Sim,Diversos municípios-RMSP,RM São Paulo,Abertura drogaria 6 unidades na região do ABC Paulista,4771-7 - Comércio varejista de produtos farmacêuticos para uso humano e veterinário,"4711-3 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados",Implantação,2019 - ...,1,6000000.0,1600000.0,3,M,Comércio,1,2,0
